formula,MUC,time(ms)
pltl-12-0-42-3-0-200000.alaska,['(false R (((X (! p2)) | (X p4)) | (X (! p12))))'],240
unsat8.txt,"['(false R ((! r) | (false R (! s))))', '((p & r) R ((p & r) | (false R (X (q & r)))))', '(false R ((! q) | s))', '(false R ((! p) | (true U q)))']",0
unsat170.txt,"['(false R ((! p) | (s R (q | s))))', '(true U ((p & ((! s) U ((! q) & (! s)))) R ((p & ((! s) U ((! q) & (! s)))) | (true U (q & (! r))))))', '(false R ((! q) | r))']",0
unsat65.txt,"['((call & (false R (! open))) | (true U ((! atfloor) & (X open))))', '(false R ((! call) | (true U open)))', '(false R ((N (! open)) | atfloor))']",0
pltl-12-0-4-3-0-200003.alaska,['(false R (((X (! p8)) | (X (! p3))) | (X p11)))'],0
lift_12.alaska,"['f0', '(false R ((((((((((((((! u) | ((((((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8))) & (((! f9) | (X f9)) & ((N (! f9)) | f9))) & (((! f10) | (X f10)) & ((N (! f10)) | f10))) & (((! f11) | (X f11)) & ((N (! f11)) | f11)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X ((f7 | f8) | f9)))) & ((! f9) | (X ((f8 | f9) | f10)))) & ((! f10) | (X ((f9 | f10) | f11)))) & ((! f11) | (X (f10 | f11)))))']",3770
pltl-12-0-5-3-0-200002.alaska,['(false R (((X p8) | (X (! p7))) | (X (! p11))))'],0
pltl-5-0-17-3-0-200001.alaska,['(false R (((X (! p5)) | (X p2)) | (X p3)))'],10
pltl-5-0-27-3-0-200003.alaska,['(false R (((X (! p3)) | (X (! p5))) | (X (! p4))))'],50
pltl-12-0-53-3-0-200007.alaska,['(false R (((X (! p10)) | (X (! p3))) | (X (! p6))))'],470
unsat132.txt,"['(false R ((! q) | p))', '(true U (((! p) & q) | (X (p & (false R (! q))))))', '(false R ((! p) | (true U q)))']",0
pltl-5-0-10-3-0-200006.alaska,['(false R (((X (! p4)) | (X (! p2))) | (X (! p1))))'],0
unsat180.txt,"['(true U ((go & ta) | ((cc & (! ta)) & tc)))', '(false R ((! ta) | (! go)))', '(false R ((! tc) | (! cc)))']",0
pltl-12-0-84-3-0-200001.alaska
pltl-5-0-23-3-0-200006.alaska,['(false R (((X (! p2)) | (X p5)) | (X p4)))'],20
counterCarry8.alaska
counterLinear6.alaska,"['a', '(false R (((! a) | b) | (X ((X (X (X (X (X b))))) & ((((! a) & ((! b) | (X (X (X (X (X (X b)))))))) & (b | (X (X (X (X (X (X (! b))))))))) U a)))))', '(false R (((! a) | (! b)) | (X ((X (X (X (X (X (! b)))))) & (((b & (! a)) & (X (X (X (X (X (X (! b)))))))) U (a | (((! a) & (! b)) & (X ((X (X (X (X (X b))))) & ((((! a) & ((! b) | (X (X (X (X (X (X b)))))))) & (b | (X (X (X (X (X (X (! b))))))))) U a))))))))))']",70
pltl-5-0-35-3-0-200004.alaska,['(false R (((X p1) | (X p4)) | (X (! p3))))'],90
pltl-5-0-5-3-0-200006.alaska,['(false R (((X (! p4)) | (X (! p1))) | (X (! p3))))'],0
pltl-12-0-61-3-0-200009.alaska
unsat219.txt,"['(X (c & (((! c) & (! d)) R ((! d) | ((! c) & (! d))))))', '(false R ((! c) | (! f)))', '(false R ((! c) | (c U (d | o))))', '(false R ((! o) | (! f)))', '(false R ((! o) | (! c)))', '(false R ((! c) | (c U (d | f))))']",0
pltl-5-0-3-3-0-200003.alaska,['(false R (((X (! p2)) | (X p5)) | (X p4)))'],0
pltl-12-0-42-3-0-200005.alaska,['(false R (((X (! p11)) | (X p9)) | (X (! p10))))'],210
counterCarryLinear14.alaska
unsat5.txt,"['(false R ((! r) | (false R (! s))))', '(false R ((! q) | s))', '((r & (X p)) | (X (false R (X (false R (p & (! q)))))))', '(false R ((! p) | (true U q)))']",0
pltl-5-0-27-3-0-200002.alaska,['(false R (((X p4) | (X (! p1))) | (X p5)))'],40
pltl-5-0-11-3-0-200004.alaska,['(false R (((X (! p2)) | (X p1)) | (X (! p3))))'],0
pltl-12-0-19-3-0-200008.alaska,['(false R (((X p4) | (X p2)) | (X (! p11))))'],40
unsat19.txt,"['(false R ((! r) | (false R (! s))))', '((p & r) | (r & (false R s)))', '(false R ((! q) | s))', '(false R ((! p) | (true U q)))']",0
counterCarry2.alaska,"['a', '(false R ((! a) | ((X (! a)) & (X (X a)))))']",0
pltl-5-0-25-3-0-200000.alaska,['(false R (((X p5) | (X p4)) | (X p2)))'],40
pltl-12-0-96-3-0-200004.alaska
lift_l_12.alaska
lift_b_5.alaska,"['(false R (((((((! u) | (((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2)))) & (((bf0 | bf1) | bf2) | (X ((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2)))))) & ((((! bf0) | bf1) | bf2) | (X (((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2))) | (((! bf0) & bf1) & (! bf2)))))) & (((bf0 | (! bf1)) | bf2) | (X ((((bf0 & (! bf1)) & (! bf2)) | (((! bf0) & bf1) & (! bf2))) | ((bf0 & bf1) & (! bf2)))))) & ((((! bf0) | (! bf1)) | bf2) | (X (((((! bf0) & bf1) & (! bf2)) | ((bf0 & bf1) & (! bf2))) | (((! bf0) & (! bf1)) & bf2))))) & (((bf0 | bf1) | (! bf2)) | (X (((bf0 & bf1) & (! bf2)) | (((! bf0) & (! bf1)) & bf2))))))', '(! bf0)', '(! bf1)']",340
spec_c_10.alaska
pltl-12-0-58-3-0-200008.alaska,['(false R (((X (! p1)) | (X p11)) | (X p6)))'],540
unsat209.txt,"['(false R ((X (false R ((! ack) & send))) | (false R ((! delivered) & send))))', '(false R ((! send) | ((! ack) U delivered)))']",0
pltl-12-0-33-3-0-200005.alaska,['(false R (((X (! p4)) | (X p8)) | (X (! p2))))'],140
pltl-12-0-14-3-0-200009.alaska,['(false R (((X (! p4)) | (X (! p12))) | (X (! p1))))'],10
pltl-5-0-12-3-0-200007.alaska,['(false R (((X p5) | (X (! p1))) | (X (! p3))))'],0
spec_cl_10.alaska
lift_b_6.alaska,"['(! bf2)', '(false R ((((((((! u) | (((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2)))) & (((bf0 | bf1) | bf2) | (X ((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2)))))) & ((((! bf0) | bf1) | bf2) | (X (((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2))) | (((! bf0) & bf1) & (! bf2)))))) & (((bf0 | (! bf1)) | bf2) | (X ((((bf0 & (! bf1)) & (! bf2)) | (((! bf0) & bf1) & (! bf2))) | ((bf0 & bf1) & (! bf2)))))) & ((((! bf0) | (! bf1)) | bf2) | (X (((((! bf0) & bf1) & (! bf2)) | ((bf0 & bf1) & (! bf2))) | (((! bf0) & (! bf1)) & bf2))))) & (((bf0 | bf1) | (! bf2)) | (X ((((bf0 & bf1) & (! bf2)) | (((! bf0) & (! bf1)) & bf2)) | ((bf0 & (! bf1)) & bf2))))) & ((((! bf0) | bf1) | (! bf2)) | (X ((((! bf0) & (! bf1)) & bf2) | ((bf0 & (! bf1)) & bf2))))))']",570
lift_b_f_18.alaska
forobotsr1f0_FGn_re.alaska,"['(false R (((((((((((((((((((((! rob) | (! re)) | (! pr)) | (X l)) & ((((! rob) | (! re)) | pr) | (X re))) & (((! rob) | (! l)) | (X ra))) & (((((! rob) | (! ra)) | ps) | ff) | (X ra))) & ((((! rob) | (! ra)) | (! ps)) | (X h1))) & (((((! rob) | (! ra)) | ps) | (! ff)) | (X mf))) & (((((! rob) | (! mf)) | ps) | (! ff)) | (X (mf | g)))) & (((((! rob) | (! mf)) | ps) | ff) | (X s1))) & ((((! rob) | (! mf)) | (! ps)) | (X h1))) & ((((! rob) | (! s1)) | (! ps)) | (X h1))) & (((((! rob) | (! s1)) | ps) | (! ff)) | (X mf))) & ((((((! rob) | (! s1)) | ps) | pt) | ff) | (X s1))) & ((((((! rob) | (! s1)) | ps) | (! pt)) | ff) | (X ra))) & (((! rob) | (! h1)) | (X (h1 | re)))) & (((! rob) | (! g)) | (X mh))) & (((! rob) | (! mh)) | (X (mh | d)))) & (((! rob) | (! d)) | (X re))) & ((! rob) | (X rob))))', 'rob']",20
unsat42.txt,"['(true U ((! m) & (false R (! l))))', '(false R (p | ((! m) & (X l))))', '(false R ((l | (! p)) | m))']",0
demo-v3_cl_7.alaska,"['(false R (true U req1))', '(false R ((! req1) | (((X grant1) | (X (X grant1))) | (X (X (X grant1))))))']",160
O2formula50.alaska,"['(true U (false R (((! a36) | a37) & ((! a37) | a36))))', '(true U (false R (((! a24) | a25) & ((! a25) | a24))))', '(true U (false R (((! a12) | a13) & ((! a13) | a12))))', '(true U (false R (((! a29) | a30) & ((! a30) | a29))))', '(true U (false R (((! a35) | a36) & ((! a36) | a35))))', '(true U (false R (((! a41) | a42) & ((! a42) | a41))))', '(true U (false R (((! a47) | a48) & ((! a48) | a47))))', '(true U (false R (((! a6) | a7) & ((! a7) | a6))))', '(true U (false R (((! a18) | a19) & ((! a19) | a18))))', '(true U (false R (((! a30) | a31) & ((! a31) | a30))))', '(true U (false R (((! a42) | a43) & ((! a43) | a42))))', '(true U (false R (((! a48) | a49) & ((! a49) | a48))))', '(true U (false R (((! a7) | a8) & ((! a8) | a7))))', '(true U (false R (((! a1) | a2) & ((! a2) | a1))))', '(true U (false R (((! a13) | a14) & ((! a14) | a13))))', '(true U (false R (((! a19) | a20) & ((! a20) | a19))))', '(true U (false R (((! a25) | a26) & ((! a26) | a25))))', '(true U (false R (((! a31) | a32) & ((! a32) | a31))))', '(true U (false R (((! a37) | a38) & ((! a38) | a37))))', '(true U (false R (((! a43) | a44) & ((! a44) | a43))))', '(true U (false R (((! a2) | a3) & ((! a3) | a2))))', '(true U (false R (((! a49) | a50) & ((! a50) | a49))))', '(true U (false R (((! a8) | a9) & ((! a9) | a8))))', '(true U (false R (((! a14) | a15) & ((! a15) | a14))))', '(true U (false R (((! a20) | a21) & ((! a21) | a20))))', '(true U (false R (((! a26) | a27) & ((! a27) | a26))))', '(true U (false R (((! a32) | a33) & ((! a33) | a32))))', '(true U (false R (((! a17) | a18) & ((! a18) | a17))))', '(true U (false R (((! a40) | a41) & ((! a41) | a40))))', '(true U (false R (((! a46) | a47) & ((! a47) | a46))))', '(true U (false R (((! a23) | a24) & ((! a24) | a23))))', '(true U (false R (((! a3) | a4) & ((! a4) | a3))))', '(true U (false R (((! a9) | a10) & ((! a10) | a9))))', '(true U (false R (((! a38) | a39) & ((! a39) | a38))))', '(true U (false R (((! a15) | a16) & ((! a16) | a15))))', '(true U (false R (((! a21) | a22) & ((! a22) | a21))))', '(true U (false R (((! a50) | (! a1)) & (a1 | a50))))', '(true U (false R (((! a44) | a45) & ((! a45) | a44))))', '(true U (false R (((! a27) | a28) & ((! a28) | a27))))', '(true U (false R (((! a34) | a35) & ((! a35) | a34))))', '(true U (false R (((! a45) | a46) & ((! a46) | a45))))', '(true U (false R (((! a4) | a5) & ((! a5) | a4))))', '(true U (false R (((! a33) | a34) & ((! a34) | a33))))', '(true U (false R (((! a11) | a12) & ((! a12) | a11))))', '(true U (false R (((! a22) | a23) & ((! a23) | a22))))', '(true U (false R (((! a10) | a11) & ((! a11) | a10))))', '(true U (false R (((! a39) | a40) & ((! a40) | a39))))', '(true U (false R (((! a28) | a29) & ((! a29) | a28))))', '(true U (false R (((! a16) | a17) & ((! a17) | a16))))', '(true U (false R (((! a5) | a6) & ((! a6) | a5))))']",450
unsat98.txt,"['(false R ((! h) | (X p)))', '((m & (X p)) R ((m & (X p)) | (false R h)))', '(false R ((! m) | (X (! p))))']",0
pltl-5-0-10-3-0-200008.alaska,['(false R (((X (! p3)) | (X (! p2))) | (X (! p4))))'],0
pltl-12-0-49-3-0-200007.alaska,['(false R (((X p10) | (X (! p3))) | (X (! p2))))'],380
unsat67.txt,"['(false R (((! c) | n) | (! d)))', '(false R ((((! c) | (! m)) | (! n)) | d))', '(false R ((! a) | m))', '(true U ((((! h) & i) R (((! h) & i) | ((false R a) & (true U ((c & (! d)) & i))))) R (((((! c) & (! h)) & i) R ((((! c) & (! h)) & i) | (false R ((c & d) & (! n))))) | (((! h) & i) R (((! h) & i) | ((false R a) & (true U ((c & (! d)) & i))))))))', '(false R (h | (! n)))', '(false R (n | (! i)))']",0
unsat138.txt,"['(false R ((! q) | p))', '(((! p) & q) | (true U (p & (false R (! q)))))', '(false R ((! p) | (true U q)))']",0
unsat142.txt,"['(false R ((! q) | p))', '(true U (((! p) & q) R ((p & (! q)) | ((! p) & q))))', '(false R ((! p) | (true U q)))']",0
unsat131.txt,"['(false R ((! q) | p))', '(((! p) & q) | (true U (p & (false R (! q)))))', '(false R ((! p) | (true U q)))']",0
phltl_31_30.alaska,"['(false R (true U p24))', '(false R ((! p24) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p24))))))))))))))))))))))))))))))))']",104960
counter17.alaska,"['a', '(false R ((! a) | (((((((((((((((((X (! a)) & (X (X (! a)))) & (X (X (X (! a))))) & (X (X (X (X (! a)))))) & (X (X (X (X (X (! a))))))) & (X (X (X (X (X (X (! a)))))))) & (X (X (X (X (X (X (X (! a))))))))) & (X (X (X (X (X (X (X (X (! a)))))))))) & (X (X (X (X (X (X (X (X (X (! a))))))))))) & (X (X (X (X (X (X (X (X (X (X (! a)))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (! a)))))))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X a))))))))))))))))))))']",3880
pltl-5-0-23-3-0-200008.alaska,['(false R (((X p5) | (X p1)) | (X (! p4))))'],30
pltl-5-0-15-3-0-200000.alaska,['(false R (((X p5) | (X (! p4))) | (X (! p2))))'],10
lift_b_l_15.alaska
pltl-5-0-16-3-0-200005.alaska,['(false R (((X p1) | (X p2)) | (X p4)))'],10
pltl-5-0-23-3-0-200009.alaska,['(false R (((X p1) | (X p3)) | (X p5)))'],20
unsat3.txt,"['(false R ((! r) | (false R (! s))))', '(false R ((p & r) | (X (false R (p & (X (! q)))))))', '(false R ((! q) | s))', '(false R ((! p) | (true U q)))']",0
pltl-5-0-40-3-0-200002.alaska,['(false R (((X (! p3)) | (X (! p2))) | (X (! p4))))'],120
unsat7.txt,"['(false R ((! r) | (false R (! s))))', '(X (X ((X (r & (true U s))) | (X (false R (p & (false R (! q))))))))', '(false R ((! p) | (true U q)))']",0
unsat20.txt,"['(true U (p & r))', '(false R ((! r) | (false R (! s))))', '(false R ((! q) | s))', '(false R ((! p) | (true U q)))']",0
counterCarryLinear19.alaska
pltl-12-0-45-3-0-200005.alaska
lift_b_12.alaska,"['(false R ((((((((((((((! u) | ((((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2))) & (((! bf3) | (X bf3)) & ((N (! bf3)) | bf3)))) & ((((bf0 | bf1) | bf2) | bf3) | (X (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) | (((bf0 & (! bf1)) & (! bf2)) & (! bf3)))))) & (((((! bf0) | bf1) | bf2) | bf3) | (X ((((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) | (((bf0 & (! bf1)) & (! bf2)) & (! bf3))) | ((((! bf0) & bf1) & (! bf2)) & (! bf3)))))) & ((((bf0 | (! bf1)) | bf2) | bf3) | (X (((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) | ((((! bf0) & bf1) & (! bf2)) & (! bf3))) | (((bf0 & bf1) & (! bf2)) & (! bf3)))))) & (((((! bf0) | (! bf1)) | bf2) | bf3) | (X ((((((! bf0) & bf1) & (! bf2)) & (! bf3)) | (((bf0 & bf1) & (! bf2)) & (! bf3))) | ((((! bf0) & (! bf1)) & bf2) & (! bf3)))))) & ((((bf0 | bf1) | (! bf2)) | bf3) | (X (((((bf0 & bf1) & (! bf2)) & (! bf3)) | ((((! bf0) & (! bf1)) & bf2) & (! bf3))) | (((bf0 & (! bf1)) & bf2) & (! bf3)))))) & (((((! bf0) | bf1) | (! bf2)) | bf3) | (X ((((((! bf0) & (! bf1)) & bf2) & (! bf3)) | (((bf0 & (! bf1)) & bf2) & (! bf3))) | ((((! bf0) & bf1) & bf2) & (! bf3)))))) & ((((bf0 | (! bf1)) | (! bf2)) | bf3) | (X (((((bf0 & (! bf1)) & bf2) & (! bf3)) | ((((! bf0) & bf1) & bf2) & (! bf3))) | (((bf0 & bf1) & bf2) & (! bf3)))))) & (((((! bf0) | (! bf1)) | (! bf2)) | bf3) | (X ((((((! bf0) & bf1) & bf2) & (! bf3)) | (((bf0 & bf1) & bf2) & (! bf3))) | ((((! bf0) & (! bf1)) & (! bf2)) & bf3))))) & ((((bf0 | bf1) | bf2) | (! bf3)) | (X (((((bf0 & bf1) & bf2) & (! bf3)) | ((((! bf0) & (! bf1)) & (! bf2)) & bf3)) | (((bf0 & (! bf1)) & (! bf2)) & bf3))))) & (((((! bf0) | bf1) | bf2) | (! bf3)) | (X ((((((! bf0) & (! bf1)) & (! bf2)) & bf3) | (((bf0 & (! bf1)) & (! bf2)) & bf3)) | ((((! bf0) & bf1) & (! bf2)) & bf3))))) & ((((bf0 | (! bf1)) | bf2) | (! bf3)) | (X (((((bf0 & (! bf1)) & (! bf2)) & bf3) | ((((! bf0) & bf1) & (! bf2)) & bf3)) | (((bf0 & bf1) & (! bf2)) & bf3))))) & (((((! bf0) | (! bf1)) | bf2) | (! bf3)) | (X (((((! bf0) & bf1) & (! bf2)) & bf3) | (((bf0 & bf1) & (! bf2)) & bf3))))))', '(! bf3)']",5980
pltl-12-0-19-3-0-200000.alaska,['(false R (((X p10) | (X (! p7))) | (X (! p1))))'],40
pltl-5-0-20-3-0-200007.alaska,['(false R (((X p5) | (X (! p3))) | (X p4)))'],10
pltl-12-0-19-3-0-200007.alaska,['(false R (((X (! p10)) | (X (! p3))) | (X p9)))'],40
pltl-12-0-12-3-0-200002.alaska,['(false R (((X p2) | (X (! p5))) | (X (! p9))))'],10
lift_b_f_8.alaska,['(false R ((((((((((! u) | (((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2)))) & (((bf0 | bf1) | bf2) | (X ((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2)))))) & ((((! bf0) | bf1) | bf2) | (X (((((! bf0) & (! bf1)) & (! bf2)) | ((bf0 & (! bf1)) & (! bf2))) | (((! bf0) & bf1) & (! bf2)))))) & (((bf0 | (! bf1)) | bf2) | (X ((((bf0 & (! bf1)) & (! bf2)) | (((! bf0) & bf1) & (! bf2))) | ((bf0 & bf1) & (! bf2)))))) & ((((! bf0) | (! bf1)) | bf2) | (X (((((! bf0) & bf1) & (! bf2)) | ((bf0 & bf1) & (! bf2))) | (((! bf0) & (! bf1)) & bf2))))) & (((bf0 | bf1) | (! bf2)) | (X ((((bf0 & bf1) & (! bf2)) | (((! bf0) & (! bf1)) & bf2)) | ((bf0 & (! bf1)) & bf2))))) & ((((! bf0) | bf1) | (! bf2)) | (X (((((! bf0) & (! bf1)) & bf2) | ((bf0 & (! bf1)) & bf2)) | (((! bf0) & bf1) & bf2))))) & (((bf0 | (! bf1)) | (! bf2)) | (X ((((bf0 & (! bf1)) & bf2) | (((! bf0) & bf1) & bf2)) | ((bf0 & bf1) & bf2))))) & ((((! bf0) | (! bf1)) | (! bf2)) | (X ((((! bf0) & bf1) & bf2) | ((bf0 & bf1) & bf2))))))'],2650
counterCarry5.alaska,"['(false R ((! c) | (((N b) | ((X (! c)) & (X (X (X (X (X (X b)))))))) & ((N (! b)) | ((X c) & (X (X (X (X (X (X (! b))))))))))))', '(false R ((c | (N a)) | (((X (! c)) & ((N (! b)) | (X (X (X (X (X (X b)))))))) & ((N b) | (X (X (X (X (X (X (! b)))))))))))', '(X (X (X (X (! b)))))', '(false R ((! a) | (((((X (! a)) & (X (X (! a)))) & (X (X (X (! a))))) & (X (X (X (X (! a)))))) & (X (X (X (X (X a))))))))']",4990
lift_b_l_7.alaska,"['(false R ((((((((u | (((((((((! b0) | (X b0)) & ((N (! b0)) | b0)) & (((! b1) | (X b1)) & ((N (! b1)) | b1))) & (((! b2) | (X b2)) & ((N (! b2)) | b2))) & (((! b3) | (X b3)) & ((N (! b3)) | b3))) & (((! b4) | (X b4)) & ((N (! b4)) | b4))) & (((! b5) | (X b5)) & ((N (! b5)) | b5))) & (((! b6) | (X b6)) & ((N (! b6)) | b6)))) & (((! b0) | (((! bf0) & (! bf1)) & (! bf2))) | (X b0))) & (((! b1) | ((bf0 & (! bf1)) & (! bf2))) | (X b1))) & (((! b2) | (((! bf0) & bf1) & (! bf2))) | (X b2))) & (((! b3) | ((bf0 & bf1) & (! bf2))) | (X b3))) & (((! b4) | (((! bf0) & (! bf1)) & bf2)) | (X b4))) & (((! b5) | ((bf0 & (! bf1)) & bf2)) | (X b5))) & (((! b6) | (((! bf0) & bf1) & bf2)) | (X b6))))', '(false R (true U b3))', '(false R (true U b4))']",1190
counterLinear9.alaska,"['a', '(false R (((! a) | b) | (X ((X (X (X (X (X (X (X (X b)))))))) & ((((! a) & ((! b) | (X (X (X (X (X (X (X (X (X b))))))))))) & (b | (X (X (X (X (X (X (X (X (X (! b)))))))))))) U a)))))', '(false R (((! a) | (! b)) | (X ((X (X (X (X (X (X (X (X (! b))))))))) & (((b & (! a)) & (X (X (X (X (X (X (X (X (X (! b))))))))))) U (a | (((! a) & (! b)) & (X ((X (X (X (X (X (X (X (X b)))))))) & ((((! a) & ((! b) | (X (X (X (X (X (X (X (X (X b))))))))))) & (b | (X (X (X (X (X (X (X (X (X (! b)))))))))))) U a))))))))))']",3540
forobotsr1f0_GF_re.alaska,"['(false R (((((((((((((((((((((! rob) | (! re)) | (! pr)) | (X l)) & ((((! rob) | (! re)) | pr) | (X re))) & (((! rob) | (! l)) | (X ra))) & (((((! rob) | (! ra)) | ps) | ff) | (X ra))) & ((((! rob) | (! ra)) | (! ps)) | (X h1))) & (((((! rob) | (! ra)) | ps) | (! ff)) | (X mf))) & (((((! rob) | (! mf)) | ps) | (! ff)) | (X (mf | g)))) & (((((! rob) | (! mf)) | ps) | ff) | (X s1))) & ((((! rob) | (! mf)) | (! ps)) | (X h1))) & ((((! rob) | (! s1)) | (! ps)) | (X h1))) & (((((! rob) | (! s1)) | ps) | (! ff)) | (X mf))) & ((((((! rob) | (! s1)) | ps) | pt) | ff) | (X s1))) & ((((((! rob) | (! s1)) | ps) | (! pt)) | ff) | (X ra))) & (((! rob) | (! h1)) | (X (h1 | re)))) & (((! rob) | (! g)) | (X mh))) & (((! rob) | (! mh)) | (X (mh | d)))) & (((! rob) | (! d)) | (X re))) & ((! rob) | (X rob))))', 'rob']",20
unsat214.txt,"['((delivered & (send R (! ack))) | (true U (send & (ack R (! delivered)))))', '(false R ((! send) | ((! ack) U delivered)))', '(false R ((! delivered) | ((! send) U ack)))']",0
pltl-12-0-5-3-0-200004.alaska,['(false R (((X (! p3)) | (X (! p5))) | (X (! p1))))'],0
pltl-5-0-21-3-0-200008.alaska,['(false R (((X (! p5)) | (X (! p1))) | (X p4)))'],20
unsat152.txt,"['(false R ((! q) | p))', '(false R ((! p) | (true U q)))', '((true U (p & (false R (! q)))) | (X (true U ((! p) & q))))']",0
O1formula5.alaska,"['(false R c)', '(X (! c))']",0
counterCarry15.alaska
pltl-12-0-10-3-0-200001.alaska,['(false R (((X p7) | (X (! p5))) | (X p2)))'],10
pltl-12-0-84-3-0-200004.alaska
counterCarryLinear13.alaska,"['a', '(false R ((! a) | (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X a)))))))))))))))))))))))))))']",620
pltl-5-0-1-3-0-200003.alaska,['(false R (((X p4) | (X p3)) | (X (! p1))))'],0
pltl-5-0-22-3-0-200000.alaska,['(false R (((X p4) | (X p2)) | (X p1)))'],20
pltl-12-0-5-3-0-200000.alaska,['(false R (((X (! p11)) | (X (! p9))) | (X (! p2))))'],10
pltl-5-0-27-3-0-200000.alaska,['(false R (((X (! p3)) | (X p5)) | (X p2)))'],50
pltl-5-0-27-3-0-200008.alaska,['(false R (((X p4) | (X (! p1))) | (X (! p2))))'],40
