formula,MUC,time(ms)
lift_f_l_12.alaska,"['f0', '(false R ((((((((((((((! u) | ((((((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8))) & (((! f9) | (X f9)) & ((N (! f9)) | f9))) & (((! f10) | (X f10)) & ((N (! f10)) | f10))) & (((! f11) | (X f11)) & ((N (! f11)) | f11)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X ((f7 | f8) | f9)))) & ((! f9) | (X ((f8 | f9) | f10)))) & ((! f10) | (X ((f9 | f10) | f11)))) & ((! f11) | (X (f10 | f11)))))']",370
lift_b_f_l_5.alaska,"['(false R (true U b2))', '(false R ((((((u | (((((((! b0) | (X b0)) & ((N (! b0)) | b0)) & (((! b1) | (X b1)) & ((N (! b1)) | b1))) & (((! b2) | (X b2)) & ((N (! b2)) | b2))) & (((! b3) | (X b3)) & ((N (! b3)) | b3))) & (((! b4) | (X b4)) & ((N (! b4)) | b4)))) & (((! b0) | (((! bf0) & (! bf1)) & (! bf2))) | (X b0))) & (((! b1) | ((bf0 & (! bf1)) & (! bf2))) | (X b1))) & (((! b2) | (((! bf0) & bf1) & (! bf2))) | (X b2))) & (((! b3) | ((bf0 & bf1) & (! bf2))) | (X b3))) & (((! b4) | (((! bf0) & (! bf1)) & bf2)) | (X b4))))', '(false R (true U b1))']",300
pltl-5-0-19-3-0-200002.alaska,['(false R (((X (! p3)) | (X (! p4))) | (X p2)))'],0
pltl-12-0-1-3-0-200007.alaska,['(false R (((X p5) | (X p3)) | (X (! p6))))'],0
phltl_29_28.alaska,"['(false R (true U p4))', '(false R ((! p4) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p4))))))))))))))))))))))))))))))']",1760
pltl-12-0-13-3-0-200003.alaska,['(false R (((X p6) | (X p12)) | (X p11)))'],0
pltl-5-0-11-3-0-200009.alaska,['(false R (((X (! p2)) | (X p5)) | (X (! p1))))'],0
unsat166.txt,"['(false R ((! p) | (s R (q | s))))', '((q & (! r)) | (p & ((! s) U ((! q) & (! s)))))', '(false R ((! q) | r))']",0
unsat177.txt,"['(false R ((! ta) | (! go)))', '(false R ((! tc) | (! cc)))', '((cc & tc) | (true U (go & ta)))']",0
pltl-12-0-56-3-0-200008.alaska
pltl-12-0-24-3-0-200003.alaska,['(false R (((X p5) | (X p3)) | (X (! p7))))'],0
unsat151.txt,"['(false R ((! q) | p))', '(((! p) & q) | (true U (p & (false R (! q)))))', '(false R ((! p) | (true U q)))']",0
lift_b_l_17.alaska,"['(false R (true U b14))', '(false R (((((((((((((((((((! u) | (((((((! bf0) | (X bf0)) & ((N (! bf0)) | bf0)) & (((! bf1) | (X bf1)) & ((N (! bf1)) | bf1))) & (((! bf2) | (X bf2)) & ((N (! bf2)) | bf2))) & (((! bf3) | (X bf3)) & ((N (! bf3)) | bf3))) & (((! bf4) | (X bf4)) & ((N (! bf4)) | bf4)))) & (((((bf0 | bf1) | bf2) | bf3) | bf4) | (X ((((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4)) | ((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4)))))) & ((((((! bf0) | bf1) | bf2) | bf3) | bf4) | (X (((((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4)) | ((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4))) | (((((! bf0) & bf1) & (! bf2)) & (! bf3)) & (! bf4)))))) & (((((bf0 | (! bf1)) | bf2) | bf3) | bf4) | (X ((((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4)) | (((((! bf0) & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | ((((bf0 & bf1) & (! bf2)) & (! bf3)) & (! bf4)))))) & ((((((! bf0) | (! bf1)) | bf2) | bf3) | bf4) | (X (((((((! bf0) & bf1) & (! bf2)) & (! bf3)) & (! bf4)) | ((((bf0 & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | (((((! bf0) & (! bf1)) & bf2) & (! bf3)) & (! bf4)))))) & (((((bf0 | bf1) | (! bf2)) | bf3) | bf4) | (X ((((((bf0 & bf1) & (! bf2)) & (! bf3)) & (! bf4)) | (((((! bf0) & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | ((((bf0 & (! bf1)) & bf2) & (! bf3)) & (! bf4)))))) & ((((((! bf0) | bf1) | (! bf2)) | bf3) | bf4) | (X (((((((! bf0) & (! bf1)) & bf2) & (! bf3)) & (! bf4)) | ((((bf0 & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | (((((! bf0) & bf1) & bf2) & (! bf3)) & (! bf4)))))) & (((((bf0 | (! bf1)) | (! bf2)) | bf3) | bf4) | (X ((((((bf0 & (! bf1)) & bf2) & (! bf3)) & (! bf4)) | (((((! bf0) & bf1) & bf2) & (! bf3)) & (! bf4))) | ((((bf0 & bf1) & bf2) & (! bf3)) & (! bf4)))))) & ((((((! bf0) | (! bf1)) | (! bf2)) | bf3) | bf4) | (X (((((((! bf0) & bf1) & bf2) & (! bf3)) & (! bf4)) | ((((bf0 & bf1) & bf2) & (! bf3)) & (! bf4))) | (((((! bf0) & (! bf1)) & (! bf2)) & bf3) & (! bf4)))))) & (((((bf0 | bf1) | bf2) | (! bf3)) | bf4) | (X ((((((bf0 & bf1) & bf2) & (! bf3)) & (! bf4)) | (((((! bf0) & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | ((((bf0 & (! bf1)) & (! bf2)) & bf3) & (! bf4)))))) & ((((((! bf0) | bf1) | bf2) | (! bf3)) | bf4) | (X (((((((! bf0) & (! bf1)) & (! bf2)) & bf3) & (! bf4)) | ((((bf0 & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | (((((! bf0) & bf1) & (! bf2)) & bf3) & (! bf4)))))) & (((((bf0 | (! bf1)) | bf2) | (! bf3)) | bf4) | (X ((((((bf0 & (! bf1)) & (! bf2)) & bf3) & (! bf4)) | (((((! bf0) & bf1) & (! bf2)) & bf3) & (! bf4))) | ((((bf0 & bf1) & (! bf2)) & bf3) & (! bf4)))))) & ((((((! bf0) | (! bf1)) | bf2) | (! bf3)) | bf4) | (X (((((((! bf0) & bf1) & (! bf2)) & bf3) & (! bf4)) | ((((bf0 & bf1) & (! bf2)) & bf3) & (! bf4))) | (((((! bf0) & (! bf1)) & bf2) & bf3) & (! bf4)))))) & (((((bf0 | bf1) | (! bf2)) | (! bf3)) | bf4) | (X ((((((bf0 & bf1) & (! bf2)) & bf3) & (! bf4)) | (((((! bf0) & (! bf1)) & bf2) & bf3) & (! bf4))) | ((((bf0 & (! bf1)) & bf2) & bf3) & (! bf4)))))) & ((((((! bf0) | bf1) | (! bf2)) | (! bf3)) | bf4) | (X (((((((! bf0) & (! bf1)) & bf2) & bf3) & (! bf4)) | ((((bf0 & (! bf1)) & bf2) & bf3) & (! bf4))) | (((((! bf0) & bf1) & bf2) & bf3) & (! bf4)))))) & (((((bf0 | (! bf1)) | (! bf2)) | (! bf3)) | bf4) | (X ((((((bf0 & (! bf1)) & bf2) & bf3) & (! bf4)) | (((((! bf0) & bf1) & bf2) & bf3) & (! bf4))) | ((((bf0 & bf1) & bf2) & bf3) & (! bf4)))))) & ((((((! bf0) | (! bf1)) | (! bf2)) | (! bf3)) | bf4) | (X (((((((! bf0) & bf1) & bf2) & bf3) & (! bf4)) | ((((bf0 & bf1) & bf2) & bf3) & (! bf4))) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & bf4))))) & (((((bf0 | bf1) | bf2) | bf3) | (! bf4)) | (X (((((bf0 & bf1) & bf2) & bf3) & (! bf4)) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & bf4))))))', '(false R ((((((((((((((((((u | (((((((((((((((((((! b0) | (X b0)) & ((N (! b0)) | b0)) & (((! b1) | (X b1)) & ((N (! b1)) | b1))) & (((! b2) | (X b2)) & ((N (! b2)) | b2))) & (((! b3) | (X b3)) & ((N (! b3)) | b3))) & (((! b4) | (X b4)) & ((N (! b4)) | b4))) & (((! b5) | (X b5)) & ((N (! b5)) | b5))) & (((! b6) | (X b6)) & ((N (! b6)) | b6))) & (((! b7) | (X b7)) & ((N (! b7)) | b7))) & (((! b8) | (X b8)) & ((N (! b8)) | b8))) & (((! b9) | (X b9)) & ((N (! b9)) | b9))) & (((! b10) | (X b10)) & ((N (! b10)) | b10))) & (((! b11) | (X b11)) & ((N (! b11)) | b11))) & (((! b12) | (X b12)) & ((N (! b12)) | b12))) & (((! b13) | (X b13)) & ((N (! b13)) | b13))) & (((! b14) | (X b14)) & ((N (! b14)) | b14))) & (((! b15) | (X b15)) & ((N (! b15)) | b15))) & (((! b16) | (X b16)) & ((N (! b16)) | b16)))) & (((! b0) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4))) | (X b0))) & (((! b1) | ((((bf0 & (! bf1)) & (! bf2)) & (! bf3)) & (! bf4))) | (X b1))) & (((! b2) | (((((! bf0) & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | (X b2))) & (((! b3) | ((((bf0 & bf1) & (! bf2)) & (! bf3)) & (! bf4))) | (X b3))) & (((! b4) | (((((! bf0) & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | (X b4))) & (((! b5) | ((((bf0 & (! bf1)) & bf2) & (! bf3)) & (! bf4))) | (X b5))) & (((! b6) | (((((! bf0) & bf1) & bf2) & (! bf3)) & (! bf4))) | (X b6))) & (((! b7) | ((((bf0 & bf1) & bf2) & (! bf3)) & (! bf4))) | (X b7))) & (((! b8) | (((((! bf0) & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | (X b8))) & (((! b9) | ((((bf0 & (! bf1)) & (! bf2)) & bf3) & (! bf4))) | (X b9))) & (((! b10) | (((((! bf0) & bf1) & (! bf2)) & bf3) & (! bf4))) | (X b10))) & (((! b11) | ((((bf0 & bf1) & (! bf2)) & bf3) & (! bf4))) | (X b11))) & (((! b12) | (((((! bf0) & (! bf1)) & bf2) & bf3) & (! bf4))) | (X b12))) & (((! b13) | ((((bf0 & (! bf1)) & bf2) & bf3) & (! bf4))) | (X b13))) & (((! b14) | (((((! bf0) & bf1) & bf2) & bf3) & (! bf4))) | (X b14))) & (((! b15) | ((((bf0 & bf1) & bf2) & bf3) & (! bf4))) | (X b15))) & (((! b16) | (((((! bf0) & (! bf1)) & (! bf2)) & (! bf3)) & bf4)) | (X b16))))']",3560
pltl-12-0-53-3-0-200009.alaska,['(false R (((X p1) | (X p6)) | (X (! p11))))'],20
unsat17.txt,"['(false R ((! q) | s))', '(false R ((! p) | (true U q)))', '(X (p & r))', '(false R ((! r) | (false R (! s))))']",0
pltl-5-0-13-3-0-200003.alaska,['(false R (((X (! p2)) | (X (! p5))) | (X p1)))'],0
unsat207.txt,"['(false R (! ack))', '(false R ((! delivered) | ((! send) U ack)))', 'send', '(false R ((! send) | ((! ack) U delivered)))']",0
lift_f_8.alaska,"['(false R ((((((((((! u) | ((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X (f6 | f7)))))', 'f0']",3730
pltl-12-0-12-3-0-200009.alaska,['(false R (((X (! p3)) | (X (! p6))) | (X p5)))'],0
lift_l_10.alaska,"['(false R (true U b8))', '(false R ((((((((((! f0) | (((((((((! f1) & (! f2)) & (! f3)) & (! f4)) & (! f5)) & (! f6)) & (! f7)) & (! f8)) & (! f9))) & ((! f1) | ((((((((! f2) & (! f3)) & (! f4)) & (! f5)) & (! f6)) & (! f7)) & (! f8)) & (! f9)))) & ((! f2) | (((((((! f3) & (! f4)) & (! f5)) & (! f6)) & (! f7)) & (! f8)) & (! f9)))) & ((! f3) | ((((((! f4) & (! f5)) & (! f6)) & (! f7)) & (! f8)) & (! f9)))) & ((! f4) | (((((! f5) & (! f6)) & (! f7)) & (! f8)) & (! f9)))) & ((! f5) | ((((! f6) & (! f7)) & (! f8)) & (! f9)))) & ((! f6) | (((! f7) & (! f8)) & (! f9)))) & ((! f7) | ((! f8) & (! f9)))) & ((! f8) | (! f9))))', '(false R (((((((((((! b0) | (true U f0)) & ((! b1) | (true U f1))) & ((! b2) | (true U f2))) & ((! b3) | (true U f3))) & ((! b4) | (true U f4))) & ((! b5) | (true U f5))) & ((! b6) | (true U f6))) & ((! b7) | (true U f7))) & ((! b8) | (true U f8))) & ((! b9) | (true U f9))))', '(false R (true U b0))']",100
unsat127.txt,"['(false R ((! q) | p))', '(false R ((! p) | (true U q)))', '(true U ((p & (false R (! q))) R ((p & (false R (! q))) | (true U ((! p) & q)))))']",0
pltl-12-0-39-3-0-200008.alaska,['(false R (((X p5) | (X (! p6))) | (X p12)))'],0
lift_b_l_2.alaska,['(false R ((((! u) | (((! bf0) | (X bf0)) & ((N (! bf0)) | bf0))) & (bf0 | (X ((! bf0) | bf0)))) & ((! bf0) | (X ((! bf0) | bf0)))))'],10
pltl-12-0-72-3-0-200006.alaska
pltl-12-0-33-3-0-200009.alaska,['(false R (((X (! p2)) | (X p11)) | (X (! p7))))'],10
counterCarryLinear7.alaska,"['(false R ((! a) | (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X ((! a) & (X a)))))))))))))))', 'a']",70
unsat102.txt,"['((h & (false R m)) | (false R (true U (h & (X (! p))))))', '(false R ((! m) | (X (! p))))']",0
lift_f_9.alaska,"['f0', '(false R (((((((((((! u) | (((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X (f7 | f8)))))']",4610
spec_cl_18.alaska,['(false R ((((! BtoS_ACK5) & (X BtoS_ACK5)) & (X ((((SLC0 & (! SLC1)) & SLC2) & (! SLC3)) & (! SLC4)))) | ((BtoS_ACK5 | (X (! BtoS_ACK5))) & (X (((((! SLC0) | SLC1) | (! SLC2)) | SLC3) | SLC4)))))'],5230
pltl-12-0-42-3-0-200009.alaska,['(false R (((X (! p6)) | (X (! p5))) | (X (! p2))))'],10
lift_f_l_14.alaska,"['(false R (((((((((((((((u | ((((((((((((((((! b0) | (X b0)) & ((N (! b0)) | b0)) & (((! b1) | (X b1)) & ((N (! b1)) | b1))) & (((! b2) | (X b2)) & ((N (! b2)) | b2))) & (((! b3) | (X b3)) & ((N (! b3)) | b3))) & (((! b4) | (X b4)) & ((N (! b4)) | b4))) & (((! b5) | (X b5)) & ((N (! b5)) | b5))) & (((! b6) | (X b6)) & ((N (! b6)) | b6))) & (((! b7) | (X b7)) & ((N (! b7)) | b7))) & (((! b8) | (X b8)) & ((N (! b8)) | b8))) & (((! b9) | (X b9)) & ((N (! b9)) | b9))) & (((! b10) | (X b10)) & ((N (! b10)) | b10))) & (((! b11) | (X b11)) & ((N (! b11)) | b11))) & (((! b12) | (X b12)) & ((N (! b12)) | b12))) & (((! b13) | (X b13)) & ((N (! b13)) | b13)))) & (((! b0) | f0) | (X b0))) & (((! b1) | f1) | (X b1))) & (((! b2) | f2) | (X b2))) & (((! b3) | f3) | (X b3))) & (((! b4) | f4) | (X b4))) & (((! b5) | f5) | (X b5))) & (((! b6) | f6) | (X b6))) & (((! b7) | f7) | (X b7))) & (((! b8) | f8) | (X b8))) & (((! b9) | f9) | (X b9))) & (((! b10) | f10) | (X b10))) & (((! b11) | f11) | (X b11))) & (((! b12) | f12) | (X b12))) & (((! b13) | f13) | (X b13))))', '(false R ((((((((((((((((! u) | ((((((((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8))) & (((! f9) | (X f9)) & ((N (! f9)) | f9))) & (((! f10) | (X f10)) & ((N (! f10)) | f10))) & (((! f11) | (X f11)) & ((N (! f11)) | f11))) & (((! f12) | (X f12)) & ((N (! f12)) | f12))) & (((! f13) | (X f13)) & ((N (! f13)) | f13)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X ((f7 | f8) | f9)))) & ((! f9) | (X ((f8 | f9) | f10)))) & ((! f10) | (X ((f9 | f10) | f11)))) & ((! f11) | (X ((f10 | f11) | f12)))) & ((! f12) | (X ((f11 | f12) | f13)))) & ((! f13) | (X (f12 | f13)))))', '(false R (true U b6))']",4010
pltl-12-0-22-3-0-200000.alaska,['(false R (((X p1) | (X (! p6))) | (X (! p9))))'],0
O1formula300.alaska,"['(false R c)', '(X (! c))']",10
unsat141.txt,"['(false R ((! q) | p))', '((X (p & (false R (! q)))) | (true U ((! p) & q)))', '(false R ((! p) | (true U q)))']",0
phltl_8_7.alaska,"['(false R (true U p7))', '(false R ((((((((((((((! p1) | (! p2)) & ((! p1) | (! p3))) & ((! p1) | (! p4))) & ((! p1) | (! p5))) & ((! p1) | (! p6))) & ((! p1) | (! p7))) & ((! p1) | (! p8))) & (((((((! p2) | (! p3)) & ((! p2) | (! p4))) & ((! p2) | (! p5))) & ((! p2) | (! p6))) & ((! p2) | (! p7))) & ((! p2) | (! p8)))) & ((((((! p3) | (! p4)) & ((! p3) | (! p5))) & ((! p3) | (! p6))) & ((! p3) | (! p7))) & ((! p3) | (! p8)))) & (((((! p4) | (! p5)) & ((! p4) | (! p6))) & ((! p4) | (! p7))) & ((! p4) | (! p8)))) & ((((! p5) | (! p6)) & ((! p5) | (! p7))) & ((! p5) | (! p8)))) & (((! p6) | (! p7)) & ((! p6) | (! p8)))) & ((! p7) | (! p8))))', '(false R (true U p8))']",30
pltl-12-0-38-3-0-200002.alaska,['(false R (((X (! p8)) | (X p7)) | (X p1)))'],10
pltl-12-0-39-3-0-200002.alaska,['(false R (((X p11) | (X (! p7))) | (X (! p8))))'],0
unsat172.txt,"['(false R ((! p) | (s R (q | s))))', '(true U (p & ((! s) U ((! r) & (! s)))))', '(false R ((! q) | r))']",0
lift_l_7.alaska,"['f0', '(false R (((((((((! u) | (((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X (f5 | f6)))))']",20
counter12.alaska,"['a', '(false R ((! a) | ((((((((((((X (! a)) & (X (X (! a)))) & (X (X (X (! a))))) & (X (X (X (X (! a)))))) & (X (X (X (X (X (! a))))))) & (X (X (X (X (X (X (! a)))))))) & (X (X (X (X (X (X (X (! a))))))))) & (X (X (X (X (X (X (X (X (! a)))))))))) & (X (X (X (X (X (X (X (X (X (! a))))))))))) & (X (X (X (X (X (X (X (X (X (X (! a)))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (! a))))))))))))) & (X (X (X (X (X (X (X (X (X (X (X (X a)))))))))))))))']",50
pltl-12-0-61-3-0-200001.alaska
unsat216.txt,"['(false R ((! o) | (! c)))', '(true U (c & (false R (! d))))', '(false R ((! c) | (c U (d | f))))', '(false R ((! c) | (! f)))', '(false R ((! c) | (c U (d | o))))', '(false R ((! o) | (! f)))']",20
forobotsr1f0_GF_mh.alaska,"['(false R (((((((((((((((((((((! rob) | (! re)) | (! pr)) | (X l)) & ((((! rob) | (! re)) | pr) | (X re))) & (((! rob) | (! l)) | (X ra))) & (((((! rob) | (! ra)) | ps) | ff) | (X ra))) & ((((! rob) | (! ra)) | (! ps)) | (X h1))) & (((((! rob) | (! ra)) | ps) | (! ff)) | (X mf))) & (((((! rob) | (! mf)) | ps) | (! ff)) | (X (mf | g)))) & (((((! rob) | (! mf)) | ps) | ff) | (X s1))) & ((((! rob) | (! mf)) | (! ps)) | (X h1))) & ((((! rob) | (! s1)) | (! ps)) | (X h1))) & (((((! rob) | (! s1)) | ps) | (! ff)) | (X mf))) & ((((((! rob) | (! s1)) | ps) | pt) | ff) | (X s1))) & ((((((! rob) | (! s1)) | ps) | (! pt)) | ff) | (X ra))) & (((! rob) | (! h1)) | (X (h1 | re)))) & (((! rob) | (! g)) | (X mh))) & (((! rob) | (! mh)) | (X (mh | d)))) & (((! rob) | (! d)) | (X re))) & ((! rob) | (X rob))))', 'rob']",0
pltl-12-0-6-3-0-200008.alaska,['(false R (((X p4) | (X (! p9))) | (X (! p6))))'],0
unsat1.txt,"['(false R ((! r) | (false R (! s))))', '(X ((X (r & (true U s))) | (X (false R (p & (false R (! q)))))))', '(false R ((! p) | (true U q)))']",0
spec_c_6.alaska,['(false R ((((! BtoS_ACK3) & (X BtoS_ACK3)) & (X ((SLC0 & SLC1) & (! SLC2)))) | ((BtoS_ACK3 | (X (! BtoS_ACK3))) & (X (((! SLC0) | (! SLC1)) | SLC2)))))'],670
lift_f_l_5.alaska,"['(false R (true U b1))', '(false R (((((! f0) | ((((! f1) & (! f2)) & (! f3)) & (! f4))) & ((! f1) | (((! f2) & (! f3)) & (! f4)))) & ((! f2) | ((! f3) & (! f4)))) & ((! f3) | (! f4))))', '(false R (true U b0))', '(false R ((((((! b0) | (true U f0)) & ((! b1) | (true U f1))) & ((! b2) | (true U f2))) & ((! b3) | (true U f3))) & ((! b4) | (true U f4))))']",70
lift_f_l_9.alaska,"['(false R (((((((((((! u) | (((((((((((! f0) | (X f0)) & ((N (! f0)) | f0)) & (((! f1) | (X f1)) & ((N (! f1)) | f1))) & (((! f2) | (X f2)) & ((N (! f2)) | f2))) & (((! f3) | (X f3)) & ((N (! f3)) | f3))) & (((! f4) | (X f4)) & ((N (! f4)) | f4))) & (((! f5) | (X f5)) & ((N (! f5)) | f5))) & (((! f6) | (X f6)) & ((N (! f6)) | f6))) & (((! f7) | (X f7)) & ((N (! f7)) | f7))) & (((! f8) | (X f8)) & ((N (! f8)) | f8)))) & ((! f0) | (X (f0 | f1)))) & ((! f1) | (X ((f0 | f1) | f2)))) & ((! f2) | (X ((f1 | f2) | f3)))) & ((! f3) | (X ((f2 | f3) | f4)))) & ((! f4) | (X ((f3 | f4) | f5)))) & ((! f5) | (X ((f4 | f5) | f6)))) & ((! f6) | (X ((f5 | f6) | f7)))) & ((! f7) | (X ((f6 | f7) | f8)))) & ((! f8) | (X (f7 | f8)))))', 'f0']",95950
unsat99.txt,"['(false R ((! h) | (X p)))', '(false R ((! m) | (X (! p))))', '(X ((h & (X (! p))) | (m & (X p))))']",0
spec_c_1.alaska,['(false R (((RtoB_ACK0 & (X (! RtoB_ACK0))) | (RtoB_ACK1 & (X (! RtoB_ACK1)))) | (X (! DEQ))))'],130
pltl-5-0-15-3-0-200002.alaska,['(false R (((X (! p2)) | (X (! p1))) | (X (! p5))))'],0
O2formula20.alaska,"['(true U (false R (((! a2) | a3) & ((! a3) | a2))))', '(true U (false R (((! a16) | a17) & ((! a17) | a16))))', '(true U (false R (((! a5) | a6) & ((! a6) | a5))))', '(true U (false R (((! a10) | a11) & ((! a11) | a10))))', '(true U (false R (((! a13) | a14) & ((! a14) | a13))))', '(true U (false R (((! a8) | a9) & ((! a9) | a8))))', '(true U (false R (((! a11) | a12) & ((! a12) | a11))))', '(true U (false R (((! a7) | a8) & ((! a8) | a7))))', '(true U (false R (((! a19) | a20) & ((! a20) | a19))))', '(true U (false R (((! a1) | a2) & ((! a2) | a1))))', '(true U (false R (((! a6) | a7) & ((! a7) | a6))))', '(true U (false R (((! a17) | a18) & ((! a18) | a17))))', '(true U (false R (((! a9) | a10) & ((! a10) | a9))))', '(true U (false R (((! a14) | a15) & ((! a15) | a14))))', '(true U (false R (((! a20) | (! a1)) & (a1 | a20))))', '(true U (false R (((! a4) | a5) & ((! a5) | a4))))', '(true U (false R (((! a18) | a19) & ((! a19) | a18))))', '(true U (false R (((! a3) | a4) & ((! a4) | a3))))', '(true U (false R (((! a12) | a13) & ((! a13) | a12))))', '(true U (false R (((! a15) | a16) & ((! a16) | a15))))']",70
pltl-5-0-17-3-0-200004.alaska,['(false R (((X p2) | (X p4)) | (X (! p5))))'],0
pltl-12-0-10-3-0-200008.alaska,['(false R (((X p2) | (X p10)) | (X p5)))'],0
spec_cl_6.alaska,['(false R ((((! BtoS_ACK3) & (X BtoS_ACK3)) & (X ((SLC0 & SLC1) & (! SLC2)))) | ((BtoS_ACK3 | (X (! BtoS_ACK3))) & (X (((! SLC0) | (! SLC1)) | SLC2)))))'],420
